source: https://github.com/Parik27/ghidra_scm

0458, 2
0459, 2
045A, 2
045B, 3
045C, 1
045D, 6
045E, 4
045F, 2
0460, 2
0461, 2
0462, 2
0463, 2
0464, 2
0465, 4
0466, 2
0467, 2
0468, 2
0469, 2
046A, 2
046B, 2
046C, 2
046D, 5
046E, 1
046F, 5
0470, 3
0471, 3
0472, 4
0473, 5
0474, 0
0475, 3
0476, 10
0477, 1
0478, 13
0479, 5
047A, 1
047B, 2
047C, 6
047D, 3
047E, 7
047F, 5
0480, 9
0481, 2
0482, 2
0483, 2
0484, 2
0485, 2
0486, 5
0487, 3
0488, 1
0489, 0
048A, 0
048B, 7
048C, 3
048D, 3
048E, 3
048F, 2
0490, 2
0491, 2
0492, 1
0493, 2
0494, 4
0495, 2
0496, 2
0497, 2
0498, 2
0499, 2
049A, 2
049B, 1
049C, 2
049D, 1
049E, 2
049F, 1
04A0, 8
04A1, 2
04A2, 9
04A3, 2
04A4, 2
04A5, 1
04A6, 2
04A7, 1
04A8, 2
04A9, 2
04AA, 2
04AB, 2
04AC, 2
04AD, 2
04AE, 2
04AF, 2
04B0, 2
04B1, 2
04B2, 2
04B3, 2
04B4, 4
04B5, 2
04B6, 2
04B7, 2
04B8, 2
04B9, 4
04BA, 1
04BB, 0
04BC, 11
04BD, 1
04BE, 3
04BF, 10
04C0, 6
04C1, 1
04C2, 2
04C3, 1
04C4, 6
04C5, 1
04C6, 1
04C7, 0
04C8, 0
04C9, 0
04CA, 2
04CB, 2
04CC, 0
04CD, 2
04CE, 2
04CF, 2
04D0, 2
04D1, 1
04D2, 2
04D3, 1
04D4, 1
04D5, 5
04D6, 2
04D7, 3
04D8, 1
04D9, 1
04DA, 1
04DB, 1
04DC, 0
04DD, 1
04DE, 1
04DF, 1
04E0, 0
04E1, 0
04E2, 1
04E3, 11
04E4, 2
04E5, 2
04E6, 2
04E7, 3
04E8, 1
04E9, 1
04EA, 0
04EB, 1
04EC, 5
04ED, 8
04EE, 1
04EF, 1
04F0, 2
04F1, 8
04F2, 0
04F3, 1
04F4, 2
04F5, 1
04F6, 1
04F7, 3
04F8, 1
04F9, 1
04FA, 2
04FB, 1
04FC, 2
04FD, 0
04FE, 3
04FF, 3
0500, 2
0501, 2
0502, 1
0503, 2
0504, 4
0505, 4
0506, 2
0507, 2
0508, 2
0509, 3
050A, 0
050B, 0
050C, 0
050D, 0
050E, 1
050F, 1
0510, 1
0511, 1
0512, 1
0513, 1
0514, 1
0515, 1
0516, 1
0517, 1
0518, 1
0519, 1
051A, 1
051B, 1
051C, 2
051D, 2
051E, 2
051F, 2
0520, 2
0521, 2
0522, 2
0523, 3
0524, 1
0525, 1
0526, 2
0527, 1
0528, 3
0529, 3
052A, 3
052B, 1
052C, 1
052D, 9
052E, 2
052F, 0
0530, 1
0531, 2
0532, 2
0533, 2
0534, 1
0535, 1
0536, 1
0537, 2
0538, 2
0539, 1
053A, 2
053B, 2
053C, 1
053D, 1
053E, 1
053F, 1
0540, 2
0541, 5
0542, 2
0543, 2
0544, 1
0545, 1
0546, 1
0547, 2
0548, 3
0549, 1
054A, 1
054B, 3
054C, 2
054D, 2
054E, 1
054F, 0
0550, 1
0551, 1
0552, 1
0553, 1
0554, 4
0555, 12
0556, 1
0557, 2
0558, 2
0559, 1
055A, 0
055B, 1
055C, 1
055D, 1
055E, 1
055F, 1
0560, 1
0561, 1
0562, 1
0563, 2
0564, 1
